"Collector","Class","Order","Family","Species_COL","Species_rep","Subspecies_rep","Year","X","Y","Xmin","Xmax","Ymin","Ymax","Site","Country","Sampling_area","Sampling_area_unit","Density","Density_unit","SE","SD","CI90","CI95","CV","Method","Method2","Notes_method","Season","Native","Notes","Ref_N"
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2016",-11.1775,44.584,NA,NA,NA,NA,"Atlantic - west of Spain/Bay of Biscay (12)",NA,NA,NA,"0.054","ind/km2",NA,NA,NA,NA,"68.5","Distance_Sampling_corrected","MRDS","Vessel survey, (0) estimated with independent observer","July",TRUE,NA,1292
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2016",-5.2905,53.422,NA,NA,NA,NA,"Celtic/Irish Sea (E)",NA,NA,NA,"0.008","ind/km2",NA,NA,NA,NA,"57","Distance_Sampling_corrected","MRDS","Aerial survey, (0) estimated with independent observer","June – July",TRUE,NA,1292
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2016",-6.412,50.785,NA,NA,NA,NA,"Celtic/Irish Sea (D)",NA,NA,NA,"0.06","ind/km2",NA,NA,NA,NA,"45","Distance_Sampling_corrected","MRDS","Aerial survey, (0) estimated with independent observer","June – July",TRUE,NA,1292
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2005",2.302,60.076,NA,NA,NA,NA,"T",NA,NA,NA,"0.0011","ind/km2",NA,NA,NA,NA,"105","Distance_Sampling_corrected","MRDS","Vessel survey, (0) estimated with independent observer","June – July",TRUE,NA,1294
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2005",-6.233,57.159,NA,NA,NA,NA,"Q",NA,NA,NA,"0.0099","ind/km2",NA,NA,NA,NA,"58","Distance_Sampling_corrected","MRDS","Vessel survey, (0) estimated with independent observer","June – July",TRUE,NA,1294
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2005",-6.088,56.462,NA,NA,NA,NA,"N",NA,NA,NA,"0.008","ind/km2",NA,NA,NA,NA,"105","Distance_Sampling_corrected","MRDS","Aerial survey, (0) estimated with independent observer","June – August",TRUE,NA,1294
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2005",2.0045,57.356,NA,NA,NA,NA,"V",NA,NA,NA,"0.001","ind/km2",NA,NA,NA,NA,"114","Distance_Sampling_corrected","MRDS","Vessel survey, (0) estimated with independent observer","June – July",TRUE,NA,1294
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2005",-0.3305,50.279,NA,NA,NA,NA,"B",NA,NA,NA,"0.0032","ind/km2",NA,NA,NA,NA,"74","Distance_Sampling_corrected","MRDS","Aerial survey, (0) estimated with independent observer","June – August",TRUE,NA,1294
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2005",-3.279,46.541,NA,NA,NA,NA,"Z",NA,NA,NA,"0.0116","ind/km2",NA,NA,NA,NA,"81","Distance_Sampling_corrected","MRDS","Aerial survey, (0) estimated with independent observer","June – August",TRUE,NA,1294
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2005",-5.7255,43.294,NA,NA,NA,NA,"W",NA,NA,NA,"0.0365","ind/km2",NA,NA,NA,NA,"57","Distance_Sampling_corrected","MRDS","Vessel survey, (0) estimated with independent observer","June – July",TRUE,NA,1294
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2005",-4.6205,53.599,NA,NA,NA,NA,"O",NA,NA,NA,"0.0052","ind/km2",NA,NA,NA,NA,"75","Distance_Sampling_corrected","MRDS","Aerial survey, (0) estimated with independent observer","June – August",TRUE,NA,1294
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2005",-7.59,49.526,NA,NA,NA,NA,"P",NA,NA,NA,"0.0388","ind/km2",NA,NA,NA,NA,"64","Distance_Sampling_corrected","MRDS","Vessel survey, (0) estimated with independent observer","June – July",TRUE,NA,1294
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2005",-8.549,53.088,NA,NA,NA,NA,"R",NA,NA,NA,"0.0081","ind/km2",NA,NA,NA,NA,"81","Distance_Sampling_corrected","MRDS","Aerial survey, (0) estimated with independent observer","June – August",TRUE,NA,1294
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2005",-2.3255,59.756,NA,NA,NA,NA,"J",NA,NA,NA,"0.011","ind/km2",NA,NA,NA,NA,"87","Distance_Sampling_corrected","MRDS","Aerial survey, (0) estimated with independent observer","June – August",TRUE,NA,1294
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2016–2017",26.828,37.615,NA,NA,NA,NA,"Samos Island",NA,NA,NA,"3.07","ind/km2",NA,NA,NA,NA,NA,"Mark_Recapture",NA,"Vessel survey, Schnabel Method",NA,TRUE,NA,1634
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2008–2013",-118.05,33,NA,NA,NA,NA,"Santa Catalina Basin","United States",NA,NA,"0.03564","ind/km2",NA,NA,NA,NA,"72","Distance_Sampling_corrected","Line transects","Aerial survey, g(0) extracted from Carretta et al. (2000)","May – October",TRUE,NA,1210
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2008–2013",-118.05,33,NA,NA,NA,NA,"Santa Catalina Basin","United States",NA,NA,"0.02263","ind/km2",NA,NA,NA,NA,"61","Distance_Sampling_corrected","Line transects","Aerial survey, g(0) extracted from Carretta et al. (2000)","November – April",TRUE,NA,1210
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2008–2013",-118.9,32.95,NA,NA,NA,NA,"San Nicolas Basin","United States",NA,NA,"0.00577","ind/km2",NA,NA,NA,NA,"102","Distance_Sampling_corrected","Line transects","Aerial survey, g(0) extracted from Carretta et al. (2000)","May – October",TRUE,NA,1210
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2011–2012",-5.4795,45.811,NA,NA,NA,NA,"Bay of Biscay_Slope",NA,NA,NA,"0.06","ind/km2",NA,NA,NA,NA,"30","Distance_Sampling_corrected","Line transects","Aerial survey, (0) extracted from Carretta et al. (2000), Forcada et al. (2004), Gomez de Segura et al. (2006)","May – August",TRUE,NA,1299
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2011–2012",-6.2715,45.716,NA,NA,NA,NA,"Bay of Biscay_Oceanic",NA,NA,NA,"0.07","ind/km2",NA,NA,NA,NA,"52","Distance_Sampling_corrected","Line transects","Aerial survey, (0) extracted for  from Carretta et al. (2000), Forcada et al. (2004), Gomez de Segura et al. (2006)","November – February",TRUE,NA,1299
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2011–2012",-1.8405,50.122,NA,NA,NA,NA,"English Channel",NA,NA,NA,"0.037","ind/km2",NA,NA,NA,NA,"64","Distance_Sampling_corrected","Line transects","Aerial survey, (0) extracted from Carretta et al. (2000), Forcada et al. (2004), Gomez de Segura et al. (2006)","May – August",TRUE,NA,1299
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2009",NA,NA,NA,NA,NA,NA,"Bay of Biscay Slope & Oceanic",NA,NA,NA,"0.01","ind/km2",NA,NA,NA,NA,"45","Distance_Sampling_corrected",NA,"Aerial survey, (0) extracted from Carretta et al. (2000), Forcada et al. (2004), Gomez de Segura et al. (2006)","Summer",TRUE,NA,1299
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2011–2012",-1.8405,50.122,NA,NA,NA,NA,"English Channel",NA,NA,NA,"0.01","ind/km2",NA,NA,NA,NA,"57","Distance_Sampling_corrected","Line transects","Aerial survey, (0) extracted from Carretta et al. (2000), Forcada et al. (2004), Gomez de Segura et al. (2006)","November – February",TRUE,NA,1299
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2011–2012",-2.678,46.917,NA,NA,NA,NA,"Bay of Biscay_Shelf",NA,NA,NA,"0.01","ind/km2",NA,NA,NA,NA,"65","Distance_Sampling_corrected","Line transects","Aerial survey, (0) extracted from Carretta et al. (2000), Forcada et al. (2004), Gomez de Segura et al. (2006)","May – August",TRUE,NA,1299
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2011–2012",-2.678,46.917,NA,NA,NA,NA,"Bay of Biscay_Shelf",NA,NA,NA,"0.03","ind/km2",NA,NA,NA,NA,"58","Distance_Sampling_corrected","Line transects","Aerial survey, (0) extracted from Carretta et al. (2000), Forcada et al. (2004), Gomez de Segura et al. (2006)","November – February",TRUE,NA,1299
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2011–2012",-5.4795,45.811,NA,NA,NA,NA,"Bay of Biscay_Slope",NA,NA,NA,"0.09","ind/km2",NA,NA,NA,NA,"44","Distance_Sampling_corrected","Line transects","Aerial survey, (0) extracted from Carretta et al. (2000), Forcada et al. (2004), Gomez de Segura et al. (2006)","November – February",TRUE,NA,1299
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2011–2012",-6.2715,45.716,NA,NA,NA,NA,"Bay of Biscay_Oceanic",NA,NA,NA,"0.04","ind/km2",NA,NA,NA,NA,"34","Distance_Sampling_corrected","Line transects","Aerial survey, (0) extracted from Carretta et al. (2000), Forcada et al. (2004), Gomez de Segura et al. (2006)","May – August",TRUE,NA,1299
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2012",8.826,42.769,NA,NA,NA,NA,"Pelagos Sanctuary","Italy-France",NA,NA,"0.032","ind/km2",NA,NA,NA,NA,"68","Distance_Sampling_corrected","Line transects","Aerial survey, g(0) extracted for  from Carretta et al. (2000), Forcada et al. (2004), Gomez de Segura et al. (2006)","May – August",TRUE,NA,1337
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2011–2012",7.259,41.75,NA,NA,NA,NA,NA,"Italy-France",NA,NA,"0.075","ind/km2",NA,NA,NA,NA,"31","Distance_Sampling_corrected","Line transects","Aerial survey, g(0) extracted for  from Carretta et al. (2000), Forcada et al. (2004), Gomez de Segura et al. (2006)","November – February",TRUE,NA,1337
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2012",7.259,41.75,NA,NA,NA,NA,NA,"Italy-France",NA,NA,"0.021","ind/km2",NA,NA,NA,NA,"53","Distance_Sampling_corrected","Line transects","Aerial survey, g(0) extracted for  from Carretta et al. (2000), Forcada et al. (2004), Gomez de Segura et al. (2006)","May – August",TRUE,NA,1337
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2011–2012",8.826,42.769,NA,NA,NA,NA,"Pelagos Sanctuary","Italy-France",NA,NA,"0.081","ind/km2",NA,NA,NA,NA,"33","Distance_Sampling_corrected","Line transects","Aerial survey, g(0) extracted for  from Carretta et al. (2000), Forcada et al. (2004), Gomez de Segura et al. (2006)","November – February",TRUE,NA,1337
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1994–1996",8.4225,40.933,NA,NA,NA,NA,"Gulf of Asinara",NA,NA,NA,"0.13","ind/km2",NA,NA,NA,NA,NA,"Mark_Recapture",NA,"Vessel survey",NA,TRUE,NA,1701
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2010",15.828,42.833,NA,NA,NA,NA,"Adriatic Sea",NA,NA,NA,"0.039","ind/km2",NA,NA,NA,NA,"25","Distance_Sampling","Line transects","Aerial survey, Authors aknowledge the negative bias associated with considering g(0) = 1","July – August",TRUE,NA,1340
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2010–2011",11.025,40.846,NA,NA,NA,NA,"Western Mediterranean Sea",NA,NA,NA,"0.0058","ind/km2",NA,NA,NA,"0.0023-0.0103","38.25","Distance_Sampling_corrected","Line transects","g(0) estimated based on average diving time following Forcada et al. (2004)","Summer – Winter ",TRUE,NA,1714
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2006",9.3385,44.234,NA,NA,NA,NA,"East Ligurian coast","Italy",NA,NA,"0.187","ind/km2",NA,NA,NA,NA,NA,"Mark_Recapture",NA,"Vessel survey, Schumacher-Eschmeyer","January – December",TRUE,NA,1706
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2006",9.3385,44.234,NA,NA,NA,NA,"East Ligurian coast","Italy",NA,NA,"0.16","ind/km2",NA,NA,NA,NA,NA,"Mark_Recapture",NA,"Vessel survey, Schnabel Method","January – December",TRUE,NA,1706
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1998–2001",-9.0145,38.445,NA,NA,NA,NA,"Setﾜbal Bay","Portugal",NA,NA,"0.372","ind/km2",NA,NA,NA,NA,NA,"Mark_Recapture",NA,"Line transect",NA,TRUE,NA,1699
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2007–2011",-9.008,38.435,NA,NA,NA,NA,"Setﾜbal Bay","Portugal",NA,NA,"0.321","ind/km2",NA,NA,NA,NA,NA,"Mark_Recapture",NA,"Aerial survey, Line transect",NA,TRUE,NA,1699
"Christos Karoulis","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2007",-89.15,30.19855,NA,NA,NA,NA,"Islands of Mississippi Sound","United States",NA,NA,"1.38","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects",NA,"May – August",TRUE,NA,1696
"Christos Karoulis","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2007",-89.15,30.19855,NA,NA,NA,NA,"Coastal Mississippi Sound","United States",NA,NA,"1.69","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects",NA,"May – August",TRUE,NA,1696
"Christos Karoulis","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2007–2008",-89.15,30.19855,NA,NA,NA,NA,"Coastal Mississippi Sound","United States",NA,NA,"0.89","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects",NA,"November – February",TRUE,NA,1696
"Christos Karoulis","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2007–2008",-89.15,30.19855,NA,NA,NA,NA,"Offshore Mississippi Sound","United States",NA,NA,"0.3","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects",NA,"November – February",TRUE,NA,1696
"Christos Karoulis","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2007",-89.15,30.19855,NA,NA,NA,NA,"Offshore Mississippi Sound","United States",NA,NA,"0.24","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects",NA,"May – August",TRUE,NA,1696
"Christos Karoulis","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2007–2008",-89.15,30.19855,NA,NA,NA,NA,"Islands of Mississippi Sound","United States",NA,NA,"0.86","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects",NA,"November – February",TRUE,NA,1696
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2001",9.5225,39.115,NA,NA,NA,NA,"Capo Carbonara MPA","Italy",NA,NA,"0.06","ind/km2",NA,NA,NA,NA,NA,"Mark_Recapture",NA,NA,"April – November",TRUE,NA,1707
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1998",-76,33,NA,NA,NA,NA,"North Atlantic","USA",NA,NA,"0.02234","ind/km2",NA,NA,NA,"0.01041-0.04794","40","Distance_Sampling_corrected","MRDS","Vessel survey, g(0) estimated with independent observers","July – August",TRUE,NA,1305
"Valeria Mendez","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1992–1995",-90.5,27.5,NA,NA,NA,NA,"north-central and northwestern Gulf of Mexico","Mexico",NA,NA,"0.03367","ind/km2",NA,NA,NA,NA,"22","Distance_Sampling","Line transects","Aerial survey, Authors aknowledge the negative bias associated with considering g(0) = 1",NA,TRUE,NA,1651
"Davide Mirante","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1996–2001",-89.0986,27.9598,NA,NA,NA,NA,"Gulf of Mexico","South USA",NA,NA,"0.59","ind/km2",NA,NA,NA,NA,"41","Distance_Sampling","Line transects","Vessel survey, Authors acknowledge the negative bias associated with considering g(0) = 1","April – June",TRUE,NA,1318
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2017",12.185,41.67,NA,NA,NA,NA,"Tiber River Estuary","Italy",NA,NA,"0.07","ind/km2",NA,NA,NA,"0.06-0.1",NA,"Mark_Recapture",NA,"POPAN formulation of the classic Jolly-Seber open models","October",TRUE,NA,1697
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2019",12.185,41.67,NA,NA,NA,NA,"Tiber River Estuary","Italy",NA,NA,"0.1","ind/km2",NA,NA,NA,"0.09-0.12",NA,"Mark_Recapture",NA,"POPAN formulation of the classic Jolly-Seber open models","July",TRUE,NA,1697
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2019",12.185,41.67,NA,NA,NA,NA,"Tiber River Estuary","Italy",NA,NA,"0.11","ind/km2",NA,NA,NA,"0.09-0.12",NA,"Mark_Recapture",NA,"POPAN formulation of the classic Jolly-Seber open models","August",TRUE,NA,1697
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2019",12.185,41.67,NA,NA,NA,NA,"Tiber River Estuary","Italy",NA,NA,"0.09","ind/km2",NA,NA,NA,"0.07-0.1",NA,"Mark_Recapture",NA,"POPAN formulation of the classic Jolly-Seber open models","April",TRUE,NA,1697
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2020",12.185,41.67,NA,NA,NA,NA,"Tiber River Estuary","Italy",NA,NA,"0.11","ind/km2",NA,NA,NA,"0.09-0.13",NA,"Mark_Recapture",NA,"POPAN formulation of the classic Jolly-Seber open models","August",TRUE,NA,1697
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2018",12.185,41.67,NA,NA,NA,NA,"Tiber River Estuary","Italy",NA,NA,"0.09","ind/km2",NA,NA,NA,"0.07-0.1",NA,"Mark_Recapture",NA,"POPAN formulation of the classic Jolly-Seber open models","August",TRUE,NA,1697
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2019",12.185,41.67,NA,NA,NA,NA,"Tiber River Estuary","Italy",NA,NA,"0.1","ind/km2",NA,NA,NA,"0.09-0.11",NA,"Mark_Recapture",NA,"POPAN formulation of the classic Jolly-Seber open models","June",TRUE,NA,1697
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2019",12.185,41.67,NA,NA,NA,NA,"Tiber River Estuary","Italy",NA,NA,"0.09","ind/km2",NA,NA,NA,"0.08-0.11",NA,"Mark_Recapture",NA,"POPAN formulation of the classic Jolly-Seber open models","May",TRUE,NA,1697
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2020",12.185,41.67,NA,NA,NA,NA,"Tiber River Estuary","Italy",NA,NA,"0.12","ind/km2",NA,NA,NA,"0.1-0.15",NA,"Mark_Recapture",NA,"POPAN formulation of the classic Jolly-Seber open models","November",TRUE,NA,1697
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2017",12.185,41.67,NA,NA,NA,NA,"Tiber River Estuary","Italy",NA,NA,"0.09","ind/km2",NA,NA,NA,"0.07-0.11",NA,"Mark_Recapture",NA,"POPAN formulation of the classic Jolly-Seber open models","December",TRUE,NA,1697
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2018",12.185,41.67,NA,NA,NA,NA,"Tiber River Estuary","Italy",NA,NA,"0.08","ind/km2",NA,NA,NA,"0.06-0.09",NA,"Mark_Recapture",NA,"POPAN formulation of the classic Jolly-Seber open models","June",TRUE,NA,1697
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2020",12.185,41.67,NA,NA,NA,NA,"Tiber River Estuary","Italy",NA,NA,"0.11","ind/km2",NA,NA,NA,"0.09-0.14",NA,"Mark_Recapture",NA,"POPAN formulation of the classic Jolly-Seber open models","September",TRUE,NA,1697
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2018",12.185,41.67,NA,NA,NA,NA,"Tiber River Estuary","Italy",NA,NA,"0.09","ind/km2",NA,NA,NA,"0.08-0.11",NA,"Mark_Recapture",NA,"POPAN formulation of the classic Jolly-Seber open models","September",TRUE,NA,1697
